cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,seed_cpe,Discovery Method
CVE-2021-30169,2021-04-28,The sensitive information of webcam device is not properly protected. Remote attackers can unauthentically grant user’s credential.,7.5,3.1,CWE-200|CWE-522,cpe:2.3:o:meritlilin:p2r8852e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8852e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r8852e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8852e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6852e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6852e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6852e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6852e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6552e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6552e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6552e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6552e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6352ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6352ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6352ae4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6352ae4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r3052ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r3052ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2g1052_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2g1052:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r8822e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8822e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r8822e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8822e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6822e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6822e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6822e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6822e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6522e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6522e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6522e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6522e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6322ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6322ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6322ae4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6322ae4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r3022ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r3022ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2g1022_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2g1022:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2g1022x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2g1022x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8852ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8852ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8152x-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8152x-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8152x2-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8152x2-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8052ex25_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8052ex25:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6552x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6552x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6452ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6452ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6452ax-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6452ax-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8822ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8822ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8122x-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8122x-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8122x2-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8122x2-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8022ex25_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8022ex25:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6522x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6522x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6422ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6422ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6422ax-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6422ax-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p3r6322e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p3r6322e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p3r6522e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p3r6522e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p3r8822e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p3r8822e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z3r6422x3_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z3r6422x3:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z3r6522x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z3r6522x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z3r8922x3_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z3r8922x3:-:*:*:*:*:*:*:*,meritlilin:p2g1022|meritlilin:p2g1022_firmware|meritlilin:p2g1022x|meritlilin:p2g1022x_firmware|meritlilin:p2g1052|meritlilin:p2g1052_firmware|meritlilin:p2r3022ae2|meritlilin:p2r3022ae2_firmware|meritlilin:p2r3052ae2|meritlilin:p2r3052ae2_firmware|meritlilin:p2r6322ae2|meritlilin:p2r6322ae2_firmware|meritlilin:p2r6322ae4|meritlilin:p2r6322ae4_firmware|meritlilin:p2r6352ae2|meritlilin:p2r6352ae2_firmware|meritlilin:p2r6352ae4|meritlilin:p2r6352ae4_firmware|meritlilin:p2r6522e2|meritlilin:p2r6522e2_firmware|meritlilin:p2r6522e4|meritlilin:p2r6522e4_firmware|meritlilin:p2r6552e2|meritlilin:p2r6552e2_firmware|meritlilin:p2r6552e4|meritlilin:p2r6552e4_firmware|meritlilin:p2r6822e2|meritlilin:p2r6822e2_firmware|meritlilin:p2r6822e4|meritlilin:p2r6822e4_firmware|meritlilin:p2r6852e2|meritlilin:p2r6852e2_firmware|meritlilin:p2r6852e4|meritlilin:p2r6852e4_firmware|meritlilin:p2r8822e2|meritlilin:p2r8822e2_firmware|meritlilin:p2r8822e4|meritlilin:p2r8822e4_firmware|meritlilin:p2r8852e2|meritlilin:p2r8852e2_firmware|meritlilin:p2r8852e4|meritlilin:p2r8852e4_firmware|meritlilin:p3r6322e2|meritlilin:p3r6322e2_firmware|meritlilin:p3r6522e2|meritlilin:p3r6522e2_firmware|meritlilin:p3r8822e2|meritlilin:p3r8822e2_firmware|meritlilin:z2r6422ax|meritlilin:z2r6422ax-p|meritlilin:z2r6422ax-p_firmware|meritlilin:z2r6422ax_firmware|meritlilin:z2r6452ax|meritlilin:z2r6452ax-p|meritlilin:z2r6452ax-p_firmware|meritlilin:z2r6452ax_firmware|meritlilin:z2r6522x|meritlilin:z2r6522x_firmware|meritlilin:z2r6552x|meritlilin:z2r6552x_firmware|meritlilin:z2r8022ex25|meritlilin:z2r8022ex25_firmware|meritlilin:z2r8052ex25|meritlilin:z2r8052ex25_firmware|meritlilin:z2r8122x-p|meritlilin:z2r8122x-p_firmware|meritlilin:z2r8122x2-p|meritlilin:z2r8122x2-p_firmware|meritlilin:z2r8152x-p|meritlilin:z2r8152x-p_firmware|meritlilin:z2r8152x2-p|meritlilin:z2r8152x2-p_firmware|meritlilin:z2r8822ax|meritlilin:z2r8822ax_firmware|meritlilin:z2r8852ax|meritlilin:z2r8852ax_firmware|meritlilin:z3r6422x3|meritlilin:z3r6422x3_firmware|meritlilin:z3r6522x|meritlilin:z3r6522x_firmware|meritlilin:z3r8922x3|meritlilin:z3r8922x3_firmware,cpe_expansion
CVE-2021-34354,2021-10-01,"A cross-site scripting (XSS) vulnerability has been reported to affect QNAP device running Photo Station. If exploited, this vulnerability allows remote attackers to inject malicious code. We have already fixed this vulnerability in the following versions of Photo Station: Photo Station 6.0.18 ( 2021/09/01 ) and later",5.4,3.1,CWE-79,cpe:2.3:a:qnap:photo_station:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-34355,2021-10-01,"A cross-site scripting (XSS) vulnerability has been reported to affect QNAP NAS running Photo Station. If exploited, this vulnerability allows remote attackers to inject malicious code. We have already fixed this vulnerability in the following versions of Photo Station: Photo Station 5.4.10 ( 2021/08/19 ) and later Photo Station 5.7.13 ( 2021/08/19 ) and later Photo Station 6.0.18 ( 2021/09/01 ) and later",5.4,3.1,CWE-79,cpe:2.3:a:qnap:photo_station:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-34356,2021-10-01,"A cross-site scripting (XSS) vulnerability has been reported to affect QNAP device running Photo Station. If exploited, this vulnerability allows remote attackers to inject malicious code. We have already fixed this vulnerability in the following versions of Photo Station: Photo Station 6.0.18 ( 2021/09/01 ) and later",5.4,3.1,CWE-79,cpe:2.3:a:qnap:photo_station:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-34357,2021-11-13,"A cross-site scripting (XSS) vulnerability has been reported to affect QNAP device running QmailAgent. If exploited, this vulnerability allows remote attackers to inject malicious code. We have already fixed this vulnerability in the following versions of QmailAgent: QmailAgent 3.0.2 ( 2021/08/25 ) and later",6.1,3.1,CWE-79,cpe:2.3:a:qnap:qmailagent:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-34358,2021-11-20,We have already fixed this vulnerability in the following versions of QmailAgent: QmailAgent 3.0.2 ( 2021/08/25 ) and later,8.8,3.1,CWE-352,cpe:2.3:a:qnap:qmailagent:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-38675,2021-10-01,"A cross-site scripting (XSS) vulnerability has been reported to affect QNAP device running Image2PDF. If exploited, this vulnerability allows remote attackers to inject malicious code. We have already fixed this vulnerability in the following versions of Image2PDF: Image2PDF 2.1.5 ( 2021/08/17 ) and later",5.4,3.1,CWE-79,cpe:2.3:a:qnap:image2pdf:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-38681,2021-11-20,"A reflected cross-site scripting (XSS) vulnerability has been reported to affect QNAP NAS running Ragic Cloud DB. If exploited, this vulnerability allows remote attackers to inject malicious code. QNAP have already disabled and removed Ragic Cloud DB from the QNAP App Center, pending a security patch from Ragic.",5.4,3.1,CWE-79,cpe:2.3:a:qnap:ragic_cloud_db:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-40597,2022-06-29,The firmware of EDIMAX IC-3140W Version 3.11 is hardcoded with Administrator username and password.,9.8,3.1,CWE-798,cpe:2.3:o:edimax:ic-3140w_firmware:3.11:*:*:*:*:*:*:*|cpe:2.3:h:edimax:ic-3140w:-:*:*:*:*:*:*:*,edimax:ic-3140w|edimax:ic-3140w_firmware,cpe_expansion
CVE-2023-47802,2024-06-28,A vulnerability regarding improper neutralization of special elements used in an OS command ('OS Command Injection') is found in the IP block functionality. This allows remote authenticated users with administrator privileges to execute arbitrary commands via unspecified vectors. The following models with Synology Camera Firmware versions before 1.0.7-0298 may be affected: BC500 and TC500.,7.2,3.1,CWE-78,cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
CVE-2023-47803,2024-06-28,A vulnerability regarding improper limitation of a pathname to a restricted directory ('Path Traversal') is found in the Language Settings functionality. This allows remote attackers to read specific files containing non-sensitive information via unspecified vectors. The following models with Synology Camera Firmware versions before 1.0.7-0298 may be affected: BC500 and TC500.,5.3,3.1,CWE-22,cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
CVE-2023-49235,2024-01-09,"An issue was discovered in libremote_dbg.so on TRENDnet TV-IP1314PI 5.5.3 200714 devices. Filtering of debug information is mishandled during use of popen. Consequently, an attacker can bypass validation and execute a shell command.",9.8,3.1,CWE-78,cpe:2.3:o:trendnet:tv-ip1314pi_firmware:5.5.3:200714:*:*:*:*:*:*|cpe:2.3:h:trendnet:tv-ip1314pi:-:*:*:*:*:*:*:*,trendnet:tv-ip1314pi|trendnet:tv-ip1314pi_firmware,cpe_expansion
CVE-2023-49237,2024-01-09,An issue was discovered on TRENDnet TV-IP1314PI 5.5.3 200714 devices. Command injection can occur because the system function is used by davinci to unpack language packs without strict filtering of URL strings.,9.8,3.1,CWE-77,cpe:2.3:o:trendnet:tv-ip1314pi_firmware:5.5.3:200714:*:*:*:*:*:*|cpe:2.3:h:trendnet:tv-ip1314pi:-:*:*:*:*:*:*:*,trendnet:tv-ip1314pi|trendnet:tv-ip1314pi_firmware,cpe_expansion
CVE-2023-5746,2023-10-25,A vulnerability regarding use of externally-controlled format string is found in the cgi component. This allows remote attackers to execute arbitrary code via unspecified vectors. The following models with Synology Camera Firmware versions before 1.0.5-0185 may be affected: BC500 and TC500.,9.8,3.1,CWE-134,cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
CVE-2023-6321,2024-05-15,A command injection vulnerability exists in the IOCTL that manages OTA updates. A specially crafted command can lead to command execution as the root user. An attacker can make authenticated requests to trigger this vulnerability.,8.8,3.1,CWE-78|CWE-77,cpe:2.3:o:owletcare:cam_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:owletcare:cam:-:*:*:*:*:*:*:*|cpe:2.3:o:owletcare:cam_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:owletcare:cam_2:-:*:*:*:*:*:*:*|cpe:2.3:a:throughtek:kalay_platform:-:*:*:*:*:*:*:*,owletcare:cam|owletcare:cam_2|owletcare:cam_2_firmware|owletcare:cam_firmware,cpe_expansion
CVE-2024-11131,2025-03-19,"A vulnerability regarding out-of-bounds read is found in the video interface. This allows remote attackers to execute arbitrary code via unspecified vectors. The following models with Synology Camera Firmware versions before 1.2.0-0525 may be affected: BC500, CC400W and TC500.",9.8,3.1,CWE-125,cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:cc400w_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:cc400w:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
CVE-2024-39349,2024-06-28,A vulnerability regarding buffer copy without checking size of input ('Classic Buffer Overflow') is found in the libjansson component and it does not affect the upstream library. This allows remote attackers to execute arbitrary code via unspecified vectors. The following models with Synology Camera Firmware versions before 1.0.7-0298 may be affected: BC500 and TC500.,9.8,3.1,CWE-120,cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
CVE-2024-39351,2024-06-28,A vulnerability regarding improper neutralization of special elements used in an OS command ('OS Command Injection') is found in the NTP configuration. This allows remote authenticated users with administrator privileges to execute arbitrary commands via unspecified vectors. The following models with Synology Camera Firmware versions before 1.0.7-0298 may be affected: BC500 and TC500.,7.2,3.1,CWE-78,cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
CVE-2024-39352,2024-06-28,A vulnerability regarding incorrect authorization is found in the firmware upgrade functionality. This allows remote authenticated users with administrator privileges to bypass firmware integrity check via unspecified vectors. The following models with Synology Camera Firmware versions before 1.0.7-0298 may be affected: BC500 and TC500.,4.9,3.1,CWE-863,cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
CVE-2024-5463,2024-06-04,A vulnerability regarding buffer copy without checking the size of input ('Classic Buffer Overflow') has been found in the login component. This allows remote attackers to write specific files containing non-sensitive information and conduct limited denial-of-service attacks via unspecified vectors. This attack only affects the login service which will automatically restart. The following models with Synology Camera Firmware versions before 1.1.1-0383 may be affected: BC500 and TC500.,6.5,3.1,CWE-120,cpe:2.3:o:synology:bc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:bc500:-:*:*:*:*:*:*:*|cpe:2.3:o:synology:tc500_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:synology:tc500:-:*:*:*:*:*:*:*,synology:bc500|synology:bc500_firmware|synology:tc500|synology:tc500_firmware,cpe_expansion
