category,phrase,n_yes,n_no,score,new_yield,pct_device_cpe,sample_cves,sample_descriptions
hub,handles,7,0,18.956,2177,0.79,CVE-2002-1137|CVE-2003-0007|CVE-2004-1084,"Buffer overflow in the Database Console Command (DBCC) that handles user inputs in Microsoft SQL Server 7.0 and 2000, including Microsoft Data Engine |Microsoft Outlook 2002 does not properly handle requests to encrypt email messages with V1 Exchange Server Security certificates, which causes Outlook|Apache for Apple Mac OS X 10.2.8 and 10.3.6 allows remote attackers to read files and resource fork content via HTTP requests to certain special file "
hub,camera,13,3,17.549,1222,0.757,CVE-2001-1543|CVE-2003-0240|CVE-2004-1650,"Axis network camera 2120, 2110, 2100, 200+ and 200 contains a default administration password ""pass"", which allows remote attackers to gain access to |The web-based administration capability for various Axis Network Camera products allows remote attackers to bypass access restrictions and modify conf|D-Link DCS-900 Internet Camera listens on UDP port 62976 for an IP address, which allows remote attackers to change the IP address of the camera via a"
hub,m3,7,0,18.956,306,0.771,CVE-2006-2066|CVE-2008-0985|CVE-2008-0986,"Multiple cross-site scripting (XSS) vulnerabilities pm_popup.php in MKPortal 1.1 Rc1 and earlier, as used with vBulletin 3.5.4 and earlier, allow remo|Heap-based buffer overflow in the GIF library in the WebKit framework for Google Android SDK m3-rc37a and earlier allows remote attackers to execute a|Integer overflow in the BMP::readFromStream method in the libsgl.so library in Google Android SDK m3-rc37a and earlier, and m5-rc14, allows remote att"
hub,strcpy,10,0,30.445,267,0.794,CVE-2006-0963|CVE-2006-4023|CVE-2016-8820,"Multiple buffer overflows in STLport 5.0.2 might allow local users to execute arbitrary code via (1) long locale environment variables to a strcpy fun|The ip2long function in PHP 5.1.4 and earlier may incorrectly validate an arbitrary string and return a valid network IP address, which allows remote |All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (nvlddmkm.sys) handler for DxgDdiEscape where a che"
hub,m2,7,0,18.956,253,0.708,CVE-2005-0905|CVE-2006-2066|CVE-2009-1190,"Maxthon 1.2.0 allows remote malicious web sites to obtain potentially sensitive data from the search bar via the m2_search_text property.|Multiple cross-site scripting (XSS) vulnerabilities pm_popup.php in MKPortal 1.1 Rc1 and earlier, as used with vBulletin 3.5.4 and earlier, allow remo|Algorithmic complexity vulnerability in the java.util.regex.Pattern.compile method in Sun Java Development Kit (JDK) before 1.6, when used with spring"
hub,retrieval,6,0,15.39,236,0.136,CVE-2003-0978|CVE-2004-2024|CVE-2004-2711,"Format string vulnerability in gpgkeys_hkp (experimental HKP interface) for the GnuPG (gpg) client 1.2.3 and earlier, and 1.3.3 and earlier, allows re|The distribution of Zen Cart 1.1.4 before patch 2 includes certain debugging code in the Admin password retrieval functionality, which allows attacker|Multiple buffer overflows in Gyach Enhanced (Gyach-E) before 1.0.2 allow remote attackers to cause a denial of service (crash) and possibly execute ar"
hub,insecurely,6,0,15.39,215,0.158,CVE-2001-0370|CVE-2001-0430|CVE-2001-0849,"fcheck prior to 2.57.59 calls the file signature checking program insecurely, which can allow a local user to run arbitrary commands via a file name t|Vulnerability in exuberant-ctags before 3.2.4-0.1 insecurely creates temporary files.|viralator CGI script in Viralator 0.9pre1 and earlier allows remote attackers to execute arbitrary code via a URL for a file being downloaded, which i"
hub,g3,8,0,22.666,212,0.934,CVE-2006-4017|CVE-2016-2243|CVE-2017-8360,"Cross-site scripting (XSS) vulnerability in the search module in Inter Network Marketing (INM) CMS G3 allows remote attackers to inject arbitrary web |Sure Start on HP Commercial PCs 2015 allows local users to cause a denial of service (BIOS recovery failure) by leveraging administrative access.|Conexant Systems mictray64 task, as used on HP Elite, EliteBook, ProBook, and ZBook systems, leaks sensitive data (keystrokes) to any process. In mict"
hub,extracts,16,0,55.944,130,0.162,CVE-2005-2574|CVE-2014-7228|CVE-2013-6435,"xmb.php in XMB Forum 1.9.1 extracts and defines all provided variables, which allows remote attackers to modify arbitrary server variables such as _SE|Akeeba Restore (restore.php), as used in Joomla! 2.5.4 through 2.5.25, 3.x through 3.2.5, and 3.3.0 through 3.3.4; Akeeba Backup for Joomla! Professio|Race condition in RPM 4.11.1 and earlier allows remote attackers to execute arbitrary code via a crafted RPM file whose installation extracts the cont"
hub,strncpy,10,0,30.445,47,0.532,CVE-2003-0465|CVE-2004-0500|CVE-2006-0720,"The kernel strncpy function in Linux 2.4 and 2.5 does not %NUL pad the buffer on architectures other than x86, as opposed to the expected behavior of |Buffer overflow in the MSN protocol plugins (1) object.c and (2) slp.c for Gaim before 0.82 allows remote attackers to cause a denial of service and p|Stack-based buffer overflow in Nullsoft Winamp 5.12 and 5.13 allows user-assisted attackers to cause a denial of service (crash) and possibly execute "
hub,incorrectly handles,7,0,18.956,34,0.412,CVE-2004-1482|CVE-2016-5205|CVE-2018-0316,"The sbuf_getmsg function in BNC incorrectly handles backspace characters, which could allow remote attackers to bypass authentication and gain access |Blink in Google Chrome prior to 55.0.2883.75 for Linux, Windows and Mac, incorrectly handles deferred page loads, which allowed a remote attacker to i|A vulnerability in the Session Initiation Protocol (SIP) call-handling functionality of Cisco IP Phone 6800, 7800, and 8800 Series Phones with Multipl"
hub,smartthings,40,0,175.778,20,0.15,CVE-2021-25508|CVE-2022-30746|CVE-2022-30747,Improper privilege management vulnerability in API Key used in SmartThings prior to 1.7.73.22 allows an attacker to abuse the API key without limitati|Missing caller check in Smart Things prior to version 1.7.85.12 allows attacker to access senstive information remotely using javascript interface API|PendingIntent hijacking vulnerability in Smart Things prior to 1.7.85.25 allows local attackers to access files without permission via implicit Intent
hub,hue,10,0,30.445,14,0.143,CVE-2016-4946|CVE-2016-4947|CVE-2015-8094,Multiple cross-site scripting (XSS) vulnerabilities in Cloudera HUE 3.9.0 and earlier allow remote attackers to inject arbitrary web script or HTML vi|Cloudera HUE 3.9.0 and earlier allows remote attackers to enumerate user accounts via a request to desktop/api/users/autocomplete.|Open redirect vulnerability in Cloudera HUE before 3.10.0 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attack
hub,strcpy call,6,0,15.39,2,0.0,CVE-2017-9430|CVE-2012-10031,Stack-based buffer overflow in dnstracer through 1.9 allows attackers to cause a denial of service (application crash) or possibly have unspecified ot|BlazeVideo HDTV Player Pro v6.6.0.3 is vulnerable to a stack-based buffer overflow due to improper handling of user-supplied input embedded in .plf pl
hub,hue bridge,10,0,30.445,1,1.0,CVE-2023-42189,"Insecure Permissions vulnerability in Connectivity Standards Alliance Matter Official SDK v.1.1.0.0 , Nanoleaf Light strip v.3.5.10, Govee LED Strip v"
hub,hub g3,8,0,22.666,1,1.0,CVE-2025-65293,Command injection vulnerabilities in Aqara Camera Hub G3 4.1.9_0027 allow attackers to execute arbitrary commands with root privileges through malicio
hub,camera hub g3,8,0,22.666,1,1.0,CVE-2025-65293,Command injection vulnerabilities in Aqara Camera Hub G3 4.1.9_0027 allow attackers to execute arbitrary commands with root privileges through malicio
hub,camera hub,8,0,22.666,1,1.0,CVE-2025-65293,Command injection vulnerabilities in Aqara Camera Hub G3 4.1.9_0027 allow attackers to execute arbitrary commands with root privileges through malicio
hub,smartthings hub,40,0,175.778,0,0.0,,
hub,sth-eth-250,30,0,123.326,0,0.0,,
hub,hub sth-eth-250,30,0,123.326,0,0.0,,
hub,smartthings hub sth-eth-250,30,0,123.326,0,0.0,,
hub,video-core,28,0,113.205,0,0.0,,
hub,video-cores,27,0,108.198,0,0.0,,
hub,video-cores http server,27,0,108.198,0,0.0,,
hub,video-cores http,27,0,108.198,0,0.0,,
hub,video-core process,24,0,93.404,0,0.0,,
hub,sth-eth-250 firmware version,19,0,69.608,0,0.0,,
hub,hub sth-eth-250 firmware,19,0,69.608,0,0.0,,
hub,sth-eth-250 firmware,19,0,69.608,0,0.0,,
hub,video-core process incorrectly,18,0,64.997,0,0.0,,
hub,handler of video-cores,16,0,55.944,0,0.0,,
hub,incorrectly extracts,12,0,38.627,0,0.0,,
hub,process incorrectly extracts,12,0,38.627,0,0.0,,
hub,sth-eth-250 devices,11,0,34.49,0,0.0,,
hub,hub sth-eth-250 devices,11,0,34.49,0,0.0,,
hub,extracts fields,9,0,26.5,0,0.0,,
hub,incorrectly extracts fields,9,0,26.5,0,0.0,,
hub,sth-eth-250-firmware version,7,0,18.956,0,0.0,,
hub,sth-eth-250-firmware,7,0,18.956,0,0.0,,
hub,smartthings hub sth-eth-250-firmware,7,0,18.956,0,0.0,,
hub,hub sth-eth-250-firmware version,7,0,18.956,0,0.0,,
hub,hub sth-eth-250-firmware,7,0,18.956,0,0.0,,
hub,hub m3,7,0,18.956,0,0.0,,
hub,hub m2,7,0,18.956,0,0.0,,
hub,process incorrectly handles,6,0,15.39,0,0.0,,
hub,strcpy call overflows,6,0,15.39,0,0.0,,
hub,strncpy overflows,6,0,15.39,0,0.0,,
lighting,default,4,0,8.789,7357,0.284,CVE-2000-0487|CVE-2000-0499|CVE-2000-0639,"The Protected Store in Windows 2000 does not properly select the strongest encryption when available, which causes it to use a default of 40-bit encry|The default configuration of BEA WebLogic 3.1.8 through 4.5.1 allows a remote attacker to view source code of a JSP program by requesting a URL which |The default configuration of Big Brother 1.4h2 and earlier does not include proper access restrictions, which allows remote attackers to execute arbit"
lighting,port,5,0,11.989,4229,0.447,CVE-2000-0556|CVE-2000-0558|CVE-2000-0532,"Buffer overflow in the web interface for Cmail 2.4.7 allows remote attackers to cause a denial of service by sending a large user name to the user dia|Buffer overflow in HP Openview Network Node Manager 6.1 allows remote attackers to execute arbitrary commands via the Alarm service (OVALARMSRV) on po|A FreeBSD patch for SSH on 2000-01-14 configures ssh to listen on port 722 as well as port 22, which might allow remote attackers to access SSH throug"
lighting,mechanism,4,0,8.789,3077,0.339,CVE-2000-0806|CVE-2000-0807|CVE-2000-0808,"The inter-module authentication mechanism (fwa1) in Check Point VPN-1/FireWall-1 4.1 and earlier may allow remote attackers to conduct a denial of ser|The OPSEC communications authentication mechanism (fwn1) in Check Point VPN-1/FireWall-1 4.1 and earlier allows remote attackers to spoof connections,|The seed generation mechanism in the inter-module S/Key authentication mechanism in Check Point VPN-1/FireWall-1 4.1 and earlier allows remote attacke"
lighting,eu,4,0,8.789,1627,0.958,CVE-2004-1685|CVE-2005-1827|CVE-2007-6206,"SMC routers SMC7004VWBR running firmware 1.00.014 and SMC7008ABR EU running firmware 1.42.003 allow remote attackers to bypass authentication by conne|D-Link DSL-504T allows remote attackers to bypass authentication and gain privileges, such as upgrade firmware, restart the router or restore a saved |The do_coredump function in fs/exec.c in Linux kernel 2.4.x and 2.6.x up to 2.6.24-rc3, and possibly other versions, does not change the UID of a core"
lighting,plus,4,0,8.789,1597,0.276,CVE-2000-0486|CVE-2000-0879|CVE-2000-0880,"Buffer overflow in Cisco TACACS+ tac_plus server allows remote attackers to cause a denial of service via a malformed packet with a long length field.|LPPlus programs dccsched, dcclpdser, dccbkst, dccshut, dcclpdshut, and dccbkstshut are installed setuid root and world executable, which allows arbitr|LPPlus creates the lpdprocess file with world-writeable permissions, which allows local users to kill arbitrary processes by specifying an alternate p"
lighting,connected,5,0,11.989,954,0.476,CVE-2002-0228|CVE-2002-0480|CVE-2003-1329,"Microsoft MSN Messenger allows remote attackers to use Javascript that references an ActiveX object to obtain sensitive information such as display na|ISS RealSecure for Nokia devices before IPSO build 6.0.2001.141d is configured to allow a user ""skank"" on a machine ""starscream"" to become a key manag|ftpd.c in wu-ftpd 2.6.2, when running on ""operating systems that only allow one non-connected socket bound to the same local address,"" does not close "
lighting,copying,5,0,11.989,903,0.578,CVE-2001-0551|CVE-2002-1420|CVE-2003-0986,Buffer overflow in CDE Print Viewer (dtprintinfo) allows local users to execute arbitrary code by copying text from the clipboard into the Help window|Integer signedness error in select() on OpenBSD 3.1 and earlier allows local users to overwrite arbitrary kernel memory via a negative value for the s|Various routines for the ppc64 architecture on Linux kernel 2.6 prior to 2.6.2 and 2.4 prior to 2.4.24 do not use the copy_from_user function when cop
lighting,button,4,0,8.789,827,0.096,CVE-2000-0946|CVE-2001-0104|CVE-2001-0520,"Compaq Easy Access Keyboard software 1.3 does not properly disable access to custom buttons when the screen is locked, which could allow an attacker t|MDaemon Pro 3.5.1 and earlier allows local users to bypass the ""lock server"" security setting by pressing the Cancel button at the password prompt, th|Aladdin eSafe Gateway versions 3.0 and earlier allows a remote attacker to circumvent filtering of SCRIPT tags by embedding the scripts within certain"
lighting,bridge,10,0,30.445,710,0.596,CVE-2001-0455|CVE-2003-0512|CVE-2003-0550,"Cisco Aironet 340 Series wireless bridge before 8.55 does not properly disable access to the web interface, which allows remote attackers to modify it|Cisco IOS 12.2 and earlier generates a ""% Login invalid"" message instead of prompting for a password when an invalid username is provided, which allow|The STP protocol, as enabled in Linux 2.4.x, does not provide sufficient security by design, which allows attackers to modify the bridge topology."
lighting,copying it,5,0,11.989,459,0.529,CVE-2005-3276|CVE-2017-12704|CVE-2017-12706,"The sys_get_thread_area function in process.c in Linux 2.6 before 2.6.12.4 and 2.6.13 does not clear a data structure before copying it to userspace, |A heap-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulnera|A stack-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulner"
lighting,prior to copying,5,0,11.989,425,0.506,CVE-2017-12704|CVE-2017-12706|CVE-2018-1161,A heap-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulnera|A stack-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulner|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Quest NetVault Backup 11.2.0.13. Authentication is
lighting,listens,4,0,8.789,198,0.495,CVE-2001-1056|CVE-2002-0518|CVE-2004-1650,"IRC DCC helper in the ip_masq_irc IP masquerading module 2.2 allows remote attackers to bypass intended firewall restrictions by causing the target sy|The SYN cache (syncache) and SYN cookie (syncookie) mechanism in FreeBSD 4.5 and earlier allows remote attackers to cause a denial of service (crash) |D-Link DCS-900 Internet Camera listens on UDP port 62976 for an IP address, which allows remote attackers to change the IP address of the camera via a"
lighting,which listens,4,0,8.789,126,0.563,CVE-2001-1056|CVE-2017-16591|CVE-2017-16592,IRC DCC helper in the ip_masq_irc IP masquerading module 2.2 allows remote attackers to bypass intended firewall restrictions by causing the target sy|This vulnerability allows remote attackers to disclose sensitive information on vulnerable installations of NetGain Systems Enterprise Manager 7.2.699|This vulnerability allows remote attackers to disclose sensitive information on vulnerable installations of NetGain Systems Enterprise Manager 7.2.730
lighting,plus before,4,0,8.789,122,0.049,CVE-2003-1309|CVE-2006-4554|CVE-2009-1485,"The DeviceIoControl function in the TrueVector Device Driver (VSDATANT) in ZoneAlarm before 3.7.211, Pro before 4.0.146.029, and Plus before 4.0.146.0|Stack-based buffer overflow in the ReadFile function in the ZOO-processing exports in the BeCubed Compression Plus before 5.0.1.28, as used in product|The logging feature in eMule Plus before 1.2e allows remote attackers to cause a denial of service (infinite loop) via unspecified attack vectors."
lighting,tapo,4,0,8.789,48,0.646,CVE-2022-41505|CVE-2024-10523|CVE-2024-46548,"An access control issue on TP-LInk Tapo C200 V1 devices allows physically proximate attackers to obtain root access by connecting to the UART pins, in|This vulnerability exists in TP-Link IoT Smart Hub due to storage of Wi-Fi credentials in plain text within the device firmware. An attacker with phys|TP-Link Tapo P125M and Kasa KP125M v1.0.3 was discovered to improperly validate certificates, allowing attackers to eavesdrop on communications and ac"
lighting,zigbee,4,0,8.789,36,0.556,CVE-2015-8732|CVE-2016-2398|CVE-2016-5054,"The dissect_zcl_pwr_prof_pwrprofstatersp function in epan/dissectors/packet-zbee-zcl-general.c in the ZigBee ZCL dissector in Wireshark 1.12.x before |Comcast XFINITY Home Security System does not properly maintain base-station communication, which allows physically proximate attackers to defeat sens|OSRAM SYLVANIA Osram Lightify Home through 2016-07-26 allows Zigbee replay."
lighting,hk,5,0,11.989,26,0.654,CVE-2014-100007|CVE-2019-14360|CVE-2024-49930,"Cross-site scripting (XSS) vulnerability in the HK Exif Tags plugin before 1.12 for WordPress allows remote authenticated users to inject arbitrary we|On Hyundai Pay Kasse HK-1000 devices, a side channel for the row-based OLED display was found. The power consumption of each row-based display cycle d|In the Linux kernel, the following vulnerability has been resolved:

wifi: ath11k: fix array out-of-bound access in SoC stats

Currently, the ath11k_s"
lighting,p100,4,0,8.789,23,0.478,CVE-2002-0305|CVE-2016-7434|CVE-2010-4694,"Zero One Tech (ZOT) P100s print server does not properly disable the SNMP service or change the default password, which could leave the server open to|The read_mru_list function in NTP before 4.2.8p9 allows remote attackers to cause a denial of service (crash) via a crafted mrulist query.|Buffer overflow in gif2png.c in gif2png 2.5.3 and earlier might allow context-dependent attackers to cause a denial of service (application crash) or "
lighting,hap,5,0,11.989,14,0.786,CVE-2014-8594|CVE-2017-3804|CVE-2017-6444,"The do_mmu_update function in arch/x86/mm.c in Xen 4.x through 4.4.x does not properly restrict updates to only PV page tables, which allows remote PV|A vulnerability in Intermediate System-to-Intermediate System (IS-IS) protocol packet processing of Cisco Nexus 5000, 6000, and 7000 Series Switches s|The MikroTik Router hAP Lite 6.25 has no protection mechanism for unsolicited TCP ACK packets in the case of a fast network connection, which allows r"
lighting,hue,12,1,25.443,11,0.0,CVE-2016-4946|CVE-2016-4947|CVE-2015-8094,Multiple cross-site scripting (XSS) vulnerabilities in Cloudera HUE 3.9.0 and earlier allow remote attackers to inject arbitrary web script or HTML vi|Cloudera HUE 3.9.0 and earlier allows remote attackers to enumerate user accounts via a request to desktop/api/users/autocomplete.|Open redirect vulnerability in Cloudera HUE before 3.10.0 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attack
lighting,homekit,4,0,8.789,6,1.0,CVE-2017-2434|CVE-2017-13903|CVE-2022-22588,"An issue was discovered in certain Apple products. iOS before 10.3 is affected. The issue involves the ""HomeKit"" component. It allows attackers to hav|An issue was discovered in certain Apple products. iOS before 11.2.1 is affected. tvOS before 11.2.1 is affected. The issue involves the ""HomeKit"" com|A resource exhaustion issue was addressed with improved input validation. This issue is fixed in iOS 15.2.1 and iPadOS 15.2.1. Processing a maliciousl"
lighting,tplink,4,0,8.789,5,0.8,CVE-2020-12475|CVE-2023-43137|CVE-2023-43138,"TP-Link Omada Controller Software 3.2.6 allows Directory Traversal for reading arbitrary files via com.tp_link.eap.web.portal.PortalController.getAdve|TPLINK TL-ER5120G 4.0 2.0.0 Build 210817 Rel.80868n has a command injection vulnerability, when an attacker adds ACL rules after authentication, and t|TPLINK TL-ER5120G 4.0 2.0.0 Build 210817 Rel.80868n has a command injection vulnerability, when an attacker adds NAPT rules after authentication, and "
lighting,l530,4,0,8.789,2,0.5,CVE-2018-16098|CVE-2021-29558,"In some Lenovo ThinkPads, an unquoted search path vulnerability was found in various versions of the Synaptics Pointing Device driver which could allo|TensorFlow is an end-to-end open source platform for machine learning. An attacker can cause a heap buffer overflow in `tf.raw_ops.SparseSplit`. This "
lighting,bridge authentication,5,0,11.989,1,0.0,CVE-2026-43575,OpenClaw versions 2026.2.21 before 2026.4.10 contain an authentication bypass vulnerability in the sandbox noVNC helper route that exposes interactive
lighting,issue in tplink,4,0,8.789,1,1.0,CVE-2024-57357,"An issue in TPLINK TL-WPA 8630 TL-WPA8630(US)_V2_2.0.4 Build 20230427 allows a remote attacker to execute arbitrary code via function sub_4256CC, whic"
lighting,l630,4,0,8.789,1,0.0,CVE-2021-29568,TensorFlow is an end-to-end open source platform for machine learning. An attacker can trigger undefined behavior by binding to null pointer in `tf.ra
lighting,button plus,4,0,8.789,1,0.0,CVE-2024-53746,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in FlickDevs Elementor Button Plus fd-elementor-but
lighting,hue bridge,10,0,30.445,0,0.0,,
lighting,wifi switch,5,0,11.989,0,0.0,,
lighting,hk hap,5,0,11.989,0,0.0,,
lighting,hue bridge authentication,5,0,11.989,0,0.0,,
lighting,bridge homekit,4,0,8.789,0,0.0,,
lighting,hue bridge homekit,4,0,8.789,0,0.0,,
lighting,default the issue,4,0,8.789,0,0.0,,
lighting,tapo application,4,0,8.789,0,0.0,,
lighting,l510e,4,0,8.789,0,0.0,,
lighting,series l530,4,0,8.789,0,0.0,,
lighting,tplink smart,4,0,8.789,0,0.0,,
lighting,tapo series l530,4,0,8.789,0,0.0,,
lighting,bulb tapo series,4,0,8.789,0,0.0,,
lighting,bulb tapo,4,0,8.789,0,0.0,,
lighting,tapo series,4,0,8.789,0,0.0,,
lighting,bulb before,4,0,8.789,0,0.0,,
lighting,wifi button plus,4,0,8.789,0,0.0,,
lighting,button before,4,0,8.789,0,0.0,,
lighting,switch eu before,4,0,8.789,0,0.0,,
lighting,strip before,4,0,8.789,0,0.0,,
lighting,wifi led,4,0,8.789,0,0.0,,
lighting,wifi switch eu,4,0,8.789,0,0.0,,
lighting,switch eu,4,0,8.789,0,0.0,,
pet,possible,4,0,8.789,26360,0.308,CVE-2001-1467|CVE-2001-0774|CVE-2002-0394,"mkpasswd in expect 5.2.8, as used by Red Hat Linux 6.2 through 7.0, seeds its random number generator with its process ID, which limits the space of p|Tripwire 1.3.1, 2.2.1 and 2.3.0 allows local users to overwrite arbitrary files and possible gain privileges via a symbolic link attack on temporary f|Red-M 1050 (Bluetooth Access Point) uses case insensitive passwords, which makes it easier for attackers to conduct a brute force guessing attack due "
pet,security,4,0,8.789,21572,0.334,CVE-2000-0503|CVE-2000-0546|CVE-2000-0547,The IFRAME of the WebBrowser control in Internet Explorer 5.01 allows a remote attacker to violate the cross frame security policy via the NavigateCom|Buffer overflow in Kerberos 4 KDC program allows remote attackers to cause a denial of service via the lastrealm variable in the set_tgtkey function.|Buffer overflow in Kerberos 4 KDC program allows remote attackers to cause a denial of service via the localrealm variable in the process_v4 function.
pet,found,6,0,15.39,17604,0.25,CVE-2002-0681|CVE-2002-1497|CVE-2003-0526,"Cross-site scripting vulnerability in GoAhead Web Server 2.1 allows remote attackers to execute script as other web users via script in a URL that gen|Cross-site scripting (XSS) vulnerability in Null HTTP Server 0.5.0 and earlier allows remote attackers to insert arbitrary HTML into a ""404 Not Found""|Cross-site scripting (XSS) vulnerability in Microsoft Internet Security and Acceleration (ISA) Server 2000 allows remote attackers to inject arbitrary"
pet,remotely,4,0,8.789,13374,0.171,CVE-2000-0697|CVE-2000-1105|CVE-2001-1243,"The administration interface for the dwhttpd web server in Solaris AnswerBook2 allows interface users to remotely execute commands via shell metachara|The ixsso.query ActiveX Object is marked as safe for scripting, which allows malicious web site operators to embed a script that remotely determines t|Scripting.FileSystemObject in asp.dll for Microsoft IIS 4.0 and 5.0 allows local or remote attackers to cause a denial of service (crash) via (1) crea"
pet,public,4,0,8.789,12800,0.157,CVE-2000-0678|CVE-2001-1473|CVE-2001-0072,"PGP 5.5.x through 6.5.3 does not properly check if an Additional Decryption Key (ADK) is stored in the signed portion of a public certificate, which a|The SSH-1 protocol allows remote servers to conduct man-in-the-middle attacks and replay a client challenge response to a target server by creating a |gpg (aka GnuPG) 1.0.4 and other versions imports both public and private keys from public key servers without notifying the user about the private key"
pet,authorization,4,0,8.789,8321,0.09,CVE-2000-0483|CVE-2000-0827|CVE-2000-0836,The DocumentTemplate package in Zope 2.2 and earlier allows a remote attacker to modify DTMLDocuments or DTMLMethods without authorization.|Buffer overflow in the web authorization form of Mobius DocumentDirect for the Internet 1.2 allows remote attackers to cause a denial of service or ex|Buffer overflow in CamShot WebCam Trial2.6 allows remote attackers to execute arbitrary commands via a long Authorization header.
pet,identified,4,0,8.789,5368,0.215,CVE-2001-1041|CVE-2001-0542|CVE-2002-0192,"oracle program in Oracle 8.0.x, 8.1.x and 9.0.1 allows local users to overwrite arbitrary files via a symlink attack on an Oracle log trace (.trc) fil|Buffer overflows in Microsoft SQL Server 7.0 and 2000 allow attackers with access to SQL Server to execute arbitrary code through the functions (1) ra|Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-2002-0193, CVE-2002-1564.  Reason: This candidate was published with a description"
pet,been found,4,0,8.789,4711,0.151,CVE-2017-8825|CVE-2017-7661|CVE-2017-7662,"A null dereference vulnerability has been found in the MIME handling component of LibEtPan before 1.8, as used in MailCore and MailCore 2. A crash can|Apache CXF Fediz ships with a number of container-specific plugins to enable WS-Federation for applications. A CSRF (Cross Style Request Forgery) styl|Apache CXF Fediz ships with an OpenId Connect (OIDC) service which has a Client Registration Service, which is a simple web application that allows cl"
pet,has been found,4,0,8.789,4673,0.151,CVE-2017-8825|CVE-2017-7661|CVE-2017-7662,"A null dereference vulnerability has been found in the MIME handling component of LibEtPan before 1.8, as used in MailCore and MailCore 2. A crash can|Apache CXF Fediz ships with a number of container-specific plugins to enable WS-Federation for applications. A CSRF (Cross Style Request Forgery) styl|Apache CXF Fediz ships with an OpenId Connect (OIDC) service which has a Client Registration Service, which is a simple web application that allows cl"
pet,checks,4,0,8.789,4533,0.369,CVE-2001-1182|CVE-2001-1407|CVE-2001-1029,"Vulnerability in login in HP-UX 11.00, 11.11, and 10.20 allows restricted shell users to bypass certain security checks and gain privileges.|Bugzilla before 2.14 allows Bugzilla users to bypass group security checks by marking a bug as the duplicate of a restricted bug, which adds the user |libutil in OpenSSH on FreeBSD 4.4 and earlier does not drop privileges before verifying the capabilities for reading the copyright and welcome files, "
pet,insecure,5,0,11.989,3081,0.22,CVE-2000-0650|CVE-2000-1057|CVE-2000-0970,"The default installation of VirusScan 4.5 and NetShield 4.5 has insecure permissions for the registry key that identifies the AutoUpgrade directory, w|Vulnerabilities in database configuration scripts in HP OpenView Network Node Manager (NNM) 6.1 and earlier allows local users to gain privileges, pos|IIS 4.0 and 5.0 .ASP pages send the same Session ID cookie for secure and insecure web sessions, which could allow remote attackers to hijack the secu"
pet,ids,4,0,8.789,1968,0.296,CVE-2000-1226|CVE-2001-1105|CVE-2001-0962,"Snort 1.6, when running in straight ASCII packet logging mode or IDS mode with straight decoded ASCII packet logging selected, allows remote attackers|RSA BSAFE SSL-J 3.0, 3.0.1 and 3.1, as used in Cisco iCND 2.0, caches session IDs from failed login attempts, which could allow remote attackers to by|IBM WebSphere Application Server 3.02 through 3.53 uses predictable session IDs for cookies, which allows remote attackers to gain privileges of WebSp"
pet,detected,4,0,8.789,1808,0.297,CVE-2000-1138|CVE-2001-0978|CVE-2003-1444,"Lotus Notes R5 client R5.0.5 and earlier does not properly warn users when an S/MIME email message has been modified, which could allow an attacker to|login in HP-UX 10.26 does not record failed login attempts in /var/adm/btmp, which could allow attackers to conduct brute force password guessing atta|Kaspersky Antivirus (KAV) 4.0.9.0 allows local users to cause a denial of service (CPU consumption or crash) and prevent malicious code from being det"
pet,physical,6,0,15.39,1757,0.607,CVE-2000-0710|CVE-2000-0753|CVE-2000-0759,"The shtml.exe component of Microsoft FrontPage 2000 Server Extensions 1.1 allows remote attackers to determine the physical path of the server compone|The Microsoft Outlook mail client identifies the physical path of the sender's machine within a winmail.dat attachment to Rich Text Format (RTF) files|Jakarta Tomcat 3.1 under Apache reveals physical path information when a remote attacker requests a URL that does not exist, which generates an error "
pet,impacted,4,0,8.789,1706,0.214,CVE-2017-3854|CVE-2017-2313|CVE-2017-3623,"A vulnerability in the mesh code of Cisco Wireless LAN Controller (WLC) software could allow an unauthenticated, remote attacker to impersonate a WLC |Juniper Networks devices running affected Junos OS versions may be impacted by the receipt of a crafted BGP UPDATE which can lead to an rpd (routing p|Vulnerability in the Solaris component of Oracle Sun Systems Products Suite (subcomponent: Kernel RPC). For supported versions that are affected see n"
