Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict,Human Notes
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-51346,An issue in Eufy Homebase 2 version 3.3.4.1h allows a local attacker to obtain sensitive information via the cryptographic scheme.,,vendor_only,2026-03-25,7.7,3.1,CWE-330,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-56898,"Broken access control vulnerability in Geovision GV-ASWeb with version v6.1.0.0 or less. This vulnerability allows low privilege users perform actions that they aren't authorized to, which can be leveraged to escalate privileges, create, modify or delete accounts.",,vendor_only,2025-02-03,8.8,3.1,CWE-284,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-56901,A Cross-Site Request Forgery (CSRF) vulnerability in Geovision GV-ASWeb application with the version 6.1.1.0 or less that allows attackers to arbitrarily create Administrator accounts via a crafted GET request method. This vulnerability is used in chain with CVE-2024-56903 for a successful CSRF attack.,,vendor_only,2025-02-03,8.8,3.1,CWE-352,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-56903,"Geovision GV-ASWeb with the version 6.1.1.0 or less allows attackers to modify POST request method with the GET against critical functionalities, such as account management. This vulnerability is used in chain with CVE-2024-56901 for a successful CSRF attack.",,vendor_only,2025-02-03,8.1,3.1,CWE-352,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-12984,"A vulnerability classified as problematic has been found in Amcrest IP2M-841B, IP2M-841W, IPC-IP2M-841B, IPC-IP3M-943B, IPC-IP3M-943S, IPC-IP3M-HX2B and IPC-IPM-721S up to 20241211. This affects an unknown part of the file /web_caps/webCapsConfig of the component Web Interface. The manipulation leads to information disclosure. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.",,vendor_only,2024-12-27,5.3,3.1,CWE-200|CWE-284,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,Yes,
C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-11120,"Certain EOL GeoVision devices have an OS Command Injection vulnerability. Unauthenticated remote attackers can exploit this vulnerability to inject and execute arbitrary system commands on the device. Moreover, this vulnerability has already been exploited by attackers, and we have received related reports.",cpe:2.3:o:geovision:gv-vs12_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs12:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs11_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs11:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-dsp_lpr_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-dsp_lpr:3.0:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gvlx_4_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gvlx_4:2.0:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gvlx_4:3.0:*:*:*:*:*:*:*,vendor_only,2024-11-15,9.8,3.1,CWE-78,No,High,"The affected GeoVision EOL devices (GV-VS video servers, GV-DSP LPR units) are commercial/industrial surveillance gear, not consumer home cameras.",No,High,,Yes,High,,No,
C:Maybe/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2024-47485,"There is a CSV injection vulnerability in some HikCentral Master Lite versions. If exploited, an attacker could build malicious data to generate executable commands in the CSV file.",cpe:2.3:a:hikvision:hikcentral_master:*:*:*:*:lite:*:*:*,vendor_only,2024-10-18,9.8,3.1,CWE-1236,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,No,High,,Yes,
C:Maybe/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2024-47486,"There is an XSS vulnerability in some HikCentral Master Lite versions. If exploited, an attacker could inject scripts into certain pages by building malicious data.",cpe:2.3:a:hikvision:hikcentral_master:*:*:*:*:lite:*:*:*,vendor_only,2024-10-18,6.1,3.1,CWE-79,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,No,High,,Yes,
C:Maybe/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2024-47487,There is a SQL injection vulnerability in some HikCentral Professional versions. This could allow an authenticated user to execute arbitrary SQL queries.,cpe:2.3:a:hikvision:hikcentral_professional:*:*:*:*:*:*:*:*,vendor_only,2024-10-18,8.8,3.1,CWE-89,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,No,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-48799,An issue in LOREX TECHNOLOGY INC com.lorexcorp.lorexping 1.4.22 allows a remote attacker to obtain sensitive information via the firmware update process.,,vendor_only,2024-10-14,7.5,3.1,CWE-200,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,vendor used for professional deployments only
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-7439,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in Vivotek CC8160 VVTK-0100d and classified as critical. Affected by this issue is the function read of the component httpd. The manipulation of the argument Content-Length leads to stack-based buffer overflow. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-273524. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: Vendor was contacted early and confirmed that the affected release tree is end-of-life.,cpe:2.3:o:vivotek:cc8160_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:vivotek:cc8160:-:*:*:*:*:*:*:*,vendor_only,2024-08-03,9.8,3.1,CWE-121|CWE-119,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-7440,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in Vivotek CC8160 VVTK-0100d. It has been classified as critical. This affects the function getenv of the file upload_file.cgi. The manipulation of the argument QUERY_STRING leads to command injection. It is possible to initiate the attack remotely. The identifier VDB-273525 was assigned to this vulnerability. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: Vendor was contacted early and confirmed that the affected release tree is end-of-life.,cpe:2.3:o:vivotek:cc8160_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:vivotek:cc8160:-:*:*:*:*:*:*:*,vendor_only,2024-08-03,9.8,3.1,CWE-77,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-7441,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in Vivotek SD9364 VVTK-0103f. It has been declared as critical. This vulnerability affects the function read of the component httpd. The manipulation of the argument Content-Length leads to stack-based buffer overflow. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-273526 is the identifier assigned to this vulnerability. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: Vendor was contacted early and confirmed that the affected release tree is end-of-life.,cpe:2.3:o:vivotek:sd9364_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:vivotek:sd9364:-:*:*:*:*:*:*:*,vendor_only,2024-08-03,9.8,3.1,CWE-121|CWE-119,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-7442,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in Vivotek SD9364 VVTK-0103f. It has been rated as critical. This issue affects the function getenv of the file upload_file.cgi. The manipulation of the argument QUERY_STRING leads to command injection. The attack may be initiated remotely. The associated identifier of this vulnerability is VDB-273527. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: Vendor was contacted early and confirmed that the affected release tree is end-of-life.,cpe:2.3:o:vivotek:sd9364_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:vivotek:sd9364:-:*:*:*:*:*:*:*,vendor_only,2024-08-03,9.8,3.1,CWE-77,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-7443,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability classified as critical has been found in Vivotek IB8367A VVTK-0100b. Affected is the function getenv of the file upload_file.cgi. The manipulation of the argument QUERY_STRING leads to command injection. It is possible to launch the attack remotely. The identifier of this vulnerability is VDB-273528. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: Vendor was contacted early and confirmed that the affected release tree is end-of-life.,cpe:2.3:o:vivotek:ib8367a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:vivotek:ib8367a:-:*:*:*:*:*:*:*,vendor_only,2024-08-03,9.8,3.1,CWE-77,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-7339,"A vulnerability has been found in TVT DVR TD-2104TS-CL, DVR TD-2108TS-HP, Provision-ISR DVR SH-4050A5-5L(MM) and AVISION DVR AV108T and classified as problematic. This vulnerability affects unknown code of the file /queryDevInfo. The manipulation leads to information disclosure. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-273262 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",cpe:2.3:o:provision-isr:sh-4050a5-5l\(mm\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:o:provision-isr:sh-4050a5-5l\(mm\)_firmware:1.3.3.20657b180918.d06.u2\(4a41t\):*:*:*:*:*:*:*|cpe:2.3:o:provision-isr:sh-4050a5-5l\(mm\)_firmware:1.3.4.22966b181219.d00.u1\(4a21s\):*:*:*:*:*:*:*|cpe:2.3:o:provision-isr:sh-4050a5-5l\(mm\)_firmware:1.3.4.22966b181219.d14.u1\(8a41t\):*:*:*:*:*:*:*|cpe:2.3:o:provision-isr:sh-4050a5-5l\(mm\)_firmware:1.3.4.22966b181219.d44.u1\(16a82t\):*:*:*:*:*:*:*|cpe:2.3:o:provision-isr:sh-4050a5-5l\(mm\)_firmware:1.3.4.24513b190218.d00.u1\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:o:provision-isr:sh-4050a5-5l\(mm\)_firmware:1.3.4.24879b190222.d00.u2\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:h:provision-isr:sh-4050a5-5l\(mm\):-:*:*:*:*:*:*:*|cpe:2.3:o:tvt:avision_av108t_firmware:-:*:*:*:*:*:*:*|cpe:2.3:o:tvt:avision_av108t_firmware:1.3.3.20657b180918.d06.u2\(4a41t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:avision_av108t_firmware:1.3.4.22966b181219.d00.u1\(4a21s\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:avision_av108t_firmware:1.3.4.22966b181219.d14.u1\(8a41t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:avision_av108t_firmware:1.3.4.22966b181219.d44.u1\(16a82t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:avision_av108t_firmware:1.3.4.24513b190218.d00.u1\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:avision_av108t_firmware:1.3.4.24879b190222.d00.u2\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:h:tvt:avision_av108t:-:*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2104ts-cl_firmware:-:*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2104ts-cl_firmware:1.3.3.20657b180918.d06.u2\(4a41t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2104ts-cl_firmware:1.3.4.22966b181219.d00.u1\(4a21s\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2104ts-cl_firmware:1.3.4.22966b181219.d14.u1\(8a41t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2104ts-cl_firmware:1.3.4.22966b181219.d44.u1\(16a82t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2104ts-cl_firmware:1.3.4.24513b190218.d00.u1\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2104ts-cl_firmware:1.3.4.24879b190222.d00.u2\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:h:tvt:td-2104ts-cl:-:*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2108ts-hp_firmware:-:*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2108ts-hp_firmware:1.3.3.20657b180918.d06.u2\(4a41t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2108ts-hp_firmware:1.3.4.22966b181219.d00.u1\(4a21s\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2108ts-hp_firmware:1.3.4.22966b181219.d14.u1\(8a41t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2108ts-hp_firmware:1.3.4.22966b181219.d44.u1\(16a82t\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2108ts-hp_firmware:1.3.4.24513b190218.d00.u1\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:o:tvt:td-2108ts-hp_firmware:1.3.4.24879b190222.d00.u2\(8a21s\):*:*:*:*:*:*:*|cpe:2.3:h:tvt:td-2108ts-hp:-:*:*:*:*:*:*:*,vendor_only,2024-08-01,5.3,3.1,CWE-200,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,Yes,High,,Yes,
C:No/High  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2024-6047,Certain EOL GeoVision devices fail to properly filter user input for the specific functionality. Unauthenticated remote attackers can exploit this vulnerability to inject and execute arbitrary system commands on the device.,cpe:2.3:o:geovision:gv-dsp_lpr_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-dsp_lpr:2.0:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-bx130_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-bx130:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-bx1500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-bx1500:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-cb220_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-cb220:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-ebl1100_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-ebl1100:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-efd1100_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-efd1100:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-fd2410_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-fd2410:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-fd3400_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-fd3400:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-fe3401_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-fe3401:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-fe420_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-fe420:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-gm8186_vs14_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-gm8186_vs14:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs14_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs14:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs03_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs03:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs2410_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs2410:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs21600_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs21600:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs04a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs04a:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs04h_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs04h:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gvlx_4_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gvlx_4:2.0:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gvlx_4:3.0:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs2800_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs2800:-:*:*:*:*:*:*:*|cpe:2.3:o:geovision:gv-vs2820_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-vs2820:-:*:*:*:*:*:*:*,vendor_only,2024-06-17,9.8,3.1,CWE-78,No,High,"The affected GeoVision EOL devices (GV-BX/FD/VS professional series) are commercial surveillance gear, not consumer home cameras.",No,High,,Yes,Low,"GeoVision produces both enterprise and home security cameras. While many of the listed models (like LPR - License Plate Recognition) are typically commercial, the brand is used in residential security contexts, making it plausibly a home IoT device.",No,
C:Yes/High  X:No/High  G:No/High,judgments not unanimous,CVE-2024-20854,"Improper handling of insufficient privileges vulnerability in Samsung Camera prior to versions 12.1.0.31 in Android 12, 13.1.02.07 in Android 13, and 14.0.01.06 in Android 14 allows local attackers to access image data.",cpe:2.3:a:samsung:camera:*:*:*:*:*:*:*:*|cpe:2.3:o:google:android:12.0:*:*:*:*:*:*:*|cpe:2.3:o:google:android:13.0:*:*:*:*:*:*:*|cpe:2.3:o:google:android:14.0:*:*:*:*:*:*:*,vendor_only,2024-04-02,3.3,3.1,,Yes,High,"Samsung Camera is the stock camera app bundled on Samsung Android phones; it was marked Yes as camera software, but it ships on general-purpose smartphones rather than a dedicated home-IoT camera — the basis for human review.",No,High,,No,High,,No,This is a phone
C:Maybe/Low  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2024-25063,"Due to insufficient server-side validation, a successful exploit of this vulnerability could allow an attacker to gain access to certain URLs that the attacker should not have access to.",cpe:2.3:a:hikvision:hikcentral_professional:*:*:*:*:*:*:*:*,vendor_only,2024-03-02,7.5,3.1,CWE-285,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,No,Low,"HikCentral Professional is a centralized management software for security systems, typically used in enterprise or industrial settings, rather than being a home IoT camera device itself.",Yes,
C:Maybe/Low  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2024-25064,"Due to insufficient server-side validation, an attacker with login privileges could access certain resources that the attacker should not have access to by changing parameter values.",cpe:2.3:a:hikvision:hikcentral_professional:*:*:*:*:*:*:*:*,vendor_only,2024-03-02,4.3,3.1,,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,No,Low,"HikCentral Professional is a centralized management software (CMS) used for large-scale surveillance systems, typically enterprise or industrial, rather than a standalone home IoT camera.",Yes,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-0778,"** UNSUPPORTED WHEN ASSIGNED ** A vulnerability, which was classified as critical, has been found in Uniview ISC 2500-S up to 20210930. Affected by this issue is the function setNatConfig of the file /Interface/DevManage/VM.php. The manipulation of the argument natAddress/natPort/natServerPort leads to os command injection. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-251696. NOTE: This vulnerability only affects products that are no longer supported by the maintainer. NOTE: Vendor was contacted early and confirmed immediately that the product is end-of-life. It should be retired and replaced.",cpe:2.3:o:uniview:isc_2500-s_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:uniview:isc_2500-s:-:*:*:*:*:*:*:*,vendor_only,2024-01-22,9.8,3.1,CWE-78,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,No,High,,Yes,High,,Yes,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-69986,"A buffer overflow vulnerability exists in the ONVIF GetStreamUri function of LSC Indoor Camera V7.6.32. The application fails to validate the length of the Protocol parameter inside the Transport element. By sending a specially crafted SOAP request containing an oversized protocol string, an attacker can overflow the stack buffer, overwriting the return instruction pointer (RIP). This vulnerability allows for Denial of Service (DoS) via device crash or Remote Code Execution (RCE) in the context of the ONVIF service.",,vendor_only,2026-03-27,7.2,3.1,CWE-20|CWE-121,Maybe,Low,No CPE present and the description references a camera but does not establish home vs commercial deployment.,No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-9293,"A vulnerability in the certificate validation logic may allow applications to accept untrusted or improperly validated server identities during TLS communication. An attacker in a privileged network position may be able to intercept or modify traffic if they can position themselves within the communication channel.  Successful exploitation may compromise confidentiality, integrity, and availability of application data.",cpe:2.3:a:tp-link:aginet:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:deco:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:festa:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:kasa:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:kidshield:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:omada:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:omada_guard:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:tapo:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:tether:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:tp-partner:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:tpcamera:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:vigi:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:wi-fi_navi:*:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:wifi_toolkit:*:*:*:*:*:*:*:*,vendor_only,2026-02-13,8.1,3.1,CWE-295,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,Mix of both professional and residential deployments
C:No/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-11547,AXIS Camera Station Pro contained a flaw to perform a privilege escalation attack on the server as a non-admin user.,cpe:2.3:a:axis:camera_station_pro:*:*:*:*:*:*:*:*,vendor_only,2026-02-10,7.8,3.1,CWE-532,No,High,"AXIS Camera Station Pro is professional video-management server software, not a consumer home camera.",Yes,High,,No,High,,No,
C:No/High  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2025-12757,An AXIS Camera Station Pro feature can be exploited in a way that allows a non-admin user to view information they are not permitted to.,cpe:2.3:a:axis:camera_station_pro:*:*:*:*:*:*:*:*,vendor_only,2026-02-10,4.6,3.1,CWE-22,No,High,"AXIS Camera Station Pro is professional video-management server software, not a consumer home camera.",Yes,High,,No,Low,"Axis Camera Station Pro is a video management software (VMS) that runs on a server/PC, not an embedded camera device itself. The rubric defines home IoT as special-purpose embedded systems and excludes general IT (servers/PCs).",No,
C:No/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-15557,"An Improper Certificate Validation vulnerability in TP-Link Tapo H100 v1 and Tapo P100 v1 allows an on-path attacker on the same network segment to intercept and modify encrypted device-cloud communications.  This may compromise the confidentiality and integrity of device-to-cloud communication, enabling manipulation of device data or operations.",cpe:2.3:o:tp-link:tapo_h100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_h100:1.0:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_p100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_p100:1.0:*:*:*:*:*:*:*,vendor_only,2026-02-05,8.8,3.1,CWE-295,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",Yes,High,,No,High,,Yes,
C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-14299,"The HTTPS server on Tapo C200 V3 does not properly validate the Content-Length header, which can lead to an integer overflow. An unauthenticated attacker on the same local network segment can send crafted HTTPS requests to trigger excessive memory allocation, causing the device to crash and resulting in denial-of-service (DoS).",cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.3:build_230228:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.4:build_230424:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.5:build_230717:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.7:build_230920:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.9:build_231019:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.11:build_231115:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.13:build_240327:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.14:build_240513:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.15:build_240715:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.4.1:build_241212:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.4.2:build_250313:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.4.4:build_250922:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c200:3:*:*:*:*:*:*:*,vendor_only,2025-12-20,6.5,3.1,CWE-770|CWE-190,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",Yes,High,,Yes,High,,Yes,
