slug,label,facet,cardinality,allowed_values,kappa_band,facet_kappa,phase_a_verdict,modal_share,category_cves,scope_note,prefill_value,prefill_source,Verdict 1,Source 1,Category-Wide 1,Notes 1,coverage_verdict,resource_required,cited_vendors,cited_share,corpus_vendors,Verdict 2,Source 2,Category-Wide 2,Notes 2
lighting,smart lighting,credentialModel,multi,AccountBound|CertificateBound|DefaultPassword|ForcedCredentialSetup|NoCredential|unsure,,,UNMEASURED,,33,"IN: consumer smart bulbs, light/dimmer/wall switches, and LED controllers (Hue, LIFX). OUT: phone 'Smart Switch' data-migration software, network switches, and apps/plugins that merely reference lighting.",AccountBound|NoCredential,author-prior,AccountBound|NoCredential,,,Keeps the prefill; judged. Zigbee bulbs are the clearest NoCredential case in the set - possession of the radio link is the whole authentication.,,,,,philips 35% | mystrom 15% | tp-link 15% | nanoleaf 9% | govee 6% | ikea 6%,AccountBound|NoCredential,Philips Hue apps page: https://www.philips-hue.com/en-us/explore-hue/apps; Philips Hue setup guide: https://www.philips-hue.com/en-gb/support/connect-hue-product/bulbs-and-lamps,,Verified account/app administration for connected systems; possession/network-key-controlled mesh leaves map most closely to NoCredential.
lighting,smart lighting,pairingModel,multi,AccountLinked|BleProvisioned|MeshJoin|QrPaired|SoftApPaired|WpsPaired|unsure,,,UNMEASURED,,33,"IN: consumer smart bulbs, light/dimmer/wall switches, and LED controllers (Hue, LIFX). OUT: phone 'Smart Switch' data-migration software, network switches, and apps/plugins that merely reference lighting.",BleProvisioned|MeshJoin|WpsPaired,author-prior,MeshJoin|SoftApPaired,,,"DEVIATES from the prefill (BleProvisioned|MeshJoin|WpsPaired). Dropped WPS (deprecated) and BleProvisioned (a Hue/Matter-era addition, not common across the category); added SoftApPaired for the Wi-Fi bulb and LED-controller half, which is where this category's CVEs actually are.",,,,,philips 35% | mystrom 15% | tp-link 15% | nanoleaf 9% | govee 6% | ikea 6%,BleProvisioned|MeshJoin|QrPaired|SoftApPaired,Philips Hue setup guide: https://www.philips-hue.com/en-gb/support/connect-hue-product/bulbs-and-lamps; TP-Link Tapo smart-bulb setup: https://www.tp-link.com/us/support/faq/2848/,,"Verified the heterogeneous major subfamilies: Hue documents Bluetooth, Bridge/mesh and QR setup, while TP-Link documents BLE and temporary bulb-Wi-Fi setup."
lighting,smart lighting,patchResponsibility,multi,InstallerPatched|Unmaintained|UserPatched|VendorPatched|unsure,,,UNMEASURED,,33,"IN: consumer smart bulbs, light/dimmer/wall switches, and LED controllers (Hue, LIFX). OUT: phone 'Smart Switch' data-migration software, network switches, and apps/plugins that merely reference lighting.",UserPatched,author-prior,UserPatched,,,Keeps the prefill; judged.,,,,,philips 35% | mystrom 15% | tp-link 15% | nanoleaf 9% | govee 6% | ikea 6%,UserPatched,Philips Hue security advisory: https://www.philips-hue.com/en-us/support/security-advisory,,"Verified that the owner checks/initiates updates or opts into automatic scheduling, so UserPatched remains the best common value."
lighting,smart lighting,topology,multi,DirectIP|HubMediated|MeshLeaf|unsure,,,UNMEASURED,,33,"IN: consumer smart bulbs, light/dimmer/wall switches, and LED controllers (Hue, LIFX). OUT: phone 'Smart Switch' data-migration software, network switches, and apps/plugins that merely reference lighting.",DirectIP|HubMediated|MeshLeaf,author-prior,MeshLeaf|DirectIP|HubMediated,,,"Keeps the prefill (reordered). All three genuinely apply: Zigbee bulbs behind a bridge, Wi-Fi bulbs directly addressable. This is a three-value answer that is honest rather than lazy - but note a facet true of everything discriminates nothing, so it is worth little analytically.",,,,,philips 35% | mystrom 15% | tp-link 15% | nanoleaf 9% | govee 6% | ikea 6%,MeshLeaf|DirectIP|HubMediated,Philips Hue setup guide: https://www.philips-hue.com/en-gb/support/connect-hue-product/bulbs-and-lamps; TP-Link Tapo smart-bulb setup: https://www.tp-link.com/us/support/faq/2848/,,Verified bridge-mediated mesh lighting in Hue and direct-IP Wi-Fi lighting in TP-Link; hub mediation and direct attachment are both common.
pet,smart pet device,capturesAV,single,true|false|unsure,stays-Estimated,0.3858,UNMEASURED,,35,"IN: consumer smart pet feeders, pet cameras, and litter boxes. OUT: commercial/veterinary/livestock equipment.",true,author-prior,true,"Petcube Cam / Bites 2 Lite are camera products with two-way audio, https://petcube.com/support/camera/user-guide/ ; Somerset Recon, Hacking the Furbo - RTSP service and an on-device webserver, root code execution, treat dispensing driven from the command line, https://www.somersetrecon.com/blog/2021/hacking-the-furbo-part-1 ; Lethal Bit, remote hacking of the Furbo dog camera (CVE-2020-24918 RTSP buffer overflow, CVE-2021-32452 webserver command injection), https://blog.lethalbit.com/remote-hacking-of-furbo-dog-camera/",,"Author-prior confirmed. Category is UNMEASURED by Phase A. Caveat: feeders and litter boxes without cameras are also in scope, so this is a summary over a mixed category - the same validity risk Phase A flagged for cameras, and unmeasured here.  RE-SOURCED 2026-08-17: the original citation covered ~0% of this category's confirmed-Yes CVE population; added the corpus-dominant vendor (Furbo 51%), sourced from the vulnerability research that produced its CVEs.",representative,,furbo|petcube,0.514,furbo 51% | petwant 26% | skymee 26% | petlibro 17% | ambarella 3%,true,Furbo 360 quick-start guide: https://help.furbo.com/hc/en-us/articles/29794759618201-Quick-Start-Guide-to-Furbo-360-Dog-Camera,,"Verified on corpus-leading Furbo: the camera provides live video, two-way audio and a microphone. Camera-less feeders remain category exceptions."
pet,smart pet device,supportLifetime,single,DeclaredLifetime|UndeclaredLifetime|unsure,stays-Estimated,-0.3115,UNMEASURED,,35,"IN: consumer smart pet feeders, pet cameras, and litter boxes. OUT: commercial/veterinary/livestock equipment.",UndeclaredLifetime,author-prior,UndeclaredLifetime,,,"THE ONE CATEGORY WHERE I LOOKED AND FOUND NOTHING - recorded as HumanJudged deliberately. Searched for PSTI statements of compliance and published support periods for PetSafe, Sure Petcare, Whisker/Litter-Robot and Petcube and found none. PSTI does cover these products, so the absence is a compliance gap rather than an exemption. 23 of 24 categories yielded a published period; this one is the exception, and that contrast is itself the result.",,,,,furbo 51% | petwant 26% | skymee 26% | petlibro 17% | ambarella 3%,DeclaredLifetime,Furbo firmware-update policy: https://help.furbo.com/hc/en-us/articles/17465635632537; UK PSTI Regulations 2023: https://www.legislation.gov.uk/uksi/2023/1007/pdfs/uksi_20231007_en.pdf,,"Corrected UndeclaredLifetime: Furbo now states a guaranteed firmware/security-update date, and the UK regime binds this consumer-connectable class. Category-wide claim withdrawn: the UK PSTI regime binds consumer connectable products placed on the UK market — a jurisdiction, not this device class — so it cannot promote the cell to Documented."
pet,smart pet device,alsoDeployedIn,multi,Commercial|Industrial|Prosumer|Residential|none|unsure,,,UNMEASURED,,35,"IN: consumer smart pet feeders, pet cameras, and litter boxes. OUT: commercial/veterinary/livestock equipment.",none,author-prior,none,,,Author-prior kept; judged. Veterinary and kennel equipment is excluded by the scope note.,,,,,furbo 51% | petwant 26% | skymee 26% | petlibro 17% | ambarella 3%,none,,,Checked the leading consumer pet-camera/feeder documentation and found no common commercial or industrial deployment. This negative claim is intentionally unsourced.
pet,smart pet device,pairingModel,multi,AccountLinked|BleProvisioned|MeshJoin|QrPaired|SoftApPaired|WpsPaired|unsure,,,UNMEASURED,,35,"IN: consumer smart pet feeders, pet cameras, and litter boxes. OUT: commercial/veterinary/livestock equipment.",AccountLinked|WpsPaired,author-prior,AccountLinked|SoftApPaired,,,"DEVIATES from the author-prior (AccountLinked|WpsPaired): the documented setup flow is app-driven network handover, not WPS.",,,,,furbo 51% | petwant 26% | skymee 26% | petlibro 17% | ambarella 3%,AccountLinked|BleProvisioned,Furbo setup guide: https://help.furbo.com/hc/en-gb/articles/17472483806233-Setup-your-Furbo,,"Corrected SoftAP to BLE provisioning: Furbo requires account sign-in, Bluetooth discovery and then Wi-Fi selection."
pet,smart pet device,topology,multi,DirectIP|HubMediated|MeshLeaf|unsure,,,UNMEASURED,,35,"IN: consumer smart pet feeders, pet cameras, and litter boxes. OUT: commercial/veterinary/livestock equipment.",DirectIP,author-prior,DirectIP,,,Author-prior kept; judged.,,,,,furbo 51% | petwant 26% | skymee 26% | petlibro 17% | ambarella 3%,DirectIP,Furbo setup guide: https://help.furbo.com/hc/en-gb/articles/17472483806233-Setup-your-Furbo,,Verified direct Wi-Fi connection to the home network.
robotvacuum,robot vacuum,capturesAV,single,true|false|unsure,stays-Estimated,0.3858,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,true,author-prior,true,"Roborock S6 MaxV carries two forward cameras for obstacle recognition, https://www.tomsguide.com/reviews/roborock-s6-maxv-robot-vacuum ; Dennis Giese & braelynn, DEF CON 32 - Ecovacs DEEBOT models are Linux-based devices with cameras and microphones; the vendor 'medusa' daemon handles cloud communication, OTA updates, control and mapping, https://dontvacuum.me/talks/DEFCON32/DEFCON32_reveng_hacking_ecovacs_robots.pdf",,"Author-prior confirmed for the current generation; UNMEASURED by Phase A. Caveat: LiDAR-only models with no camera are a large part of the installed base, so this is a summary over a split category.  RE-SOURCED 2026-08-17: the original citation covered ~0% of this category's confirmed-Yes CVE population; added the corpus-dominant vendor (Ecovacs 44%), sourced from the vulnerability research that produced its CVEs.",representative,,ecovacs|roborock,0.444,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,true,ECOVACS DEEBOT T50 Gen3 manual: https://site-static.ecovacs.com/upload/file/support/2026/04/09/061451_1588%24DEEBOTT50Gen3FAMILYInstructionManual%E2%80%94EU.pdf,,Verified that camera-equipped DEEBOT models record visual data and support remote calls with microphone audio; not every model has AV hardware.
robotvacuum,robot vacuum,firmwareUpdateModel,single,ManualFlash|NoUpdatePath|OtaAutomatic|OtaUserInitiated|unsure,stays-Estimated,0.3882,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,OtaAutomatic,author-prior,OtaAutomatic,"Dennis Giese & braelynn, DEF CON 32 - Ecovacs DEEBOT models are Linux-based devices with cameras and microphones; the vendor 'medusa' daemon handles cloud communication, OTA updates, control and mapping, https://dontvacuum.me/talks/DEFCON32/DEFCON32_reveng_hacking_ecovacs_robots.pdf",,"Author-prior kept; judged. Roborock publishes a software security support policy (https://us.roborock.com/pages/software-security-support-policy) but I did not find a page stating the delivery mechanism, so this stays unsourced.  RE-SOURCED 2026-08-17: the original citation covered ~0% of this category's confirmed-Yes CVE population; added the corpus-dominant vendor (Ecovacs 44%), sourced from the vulnerability research that produced its CVEs.",representative,,ecovacs,0.444,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,OtaAutomatic,ECOVACS DEEBOT X11 manual: https://site-static.ecovacs.com/upload/file/support/2025/08/19/064411_6287%24DEEBOTX11OMNICYCLONEInstructionManualEM.pdf,,Verified that automatic updates can be enabled in the app and installed without a manual flash workflow.
robotvacuum,robot vacuum,supportLifetime,single,DeclaredLifetime|UndeclaredLifetime|unsure,stays-Estimated,-0.3115,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,UndeclaredLifetime,author-prior,DeclaredLifetime,"UK PSTI Regs 2023 Sch.1 req.3 + Sch.2 - defined support period must be published, https://www.legislation.gov.uk/uksi/2023/1007/schedule/1/made ; Roborock Software Security Support Policy, https://us.roborock.com/pages/software-security-support-policy",yes,"Reverses the author-prior/Phase-A UndeclaredLifetime. Phase A sampled the devices in the CVE corpus, which are overwhelmingly pre-2024; the facet definition pins assessment to the 2026-08-05 snapshot vintage and warns regulation is moving this value. Since 29 Apr 2024 UK PSTI has compelled publication of a defined support period for every consumer connectable product sold in the UK, and this category's main vendors are complying. Jurisdiction limit: PSTI binds UK-market sales, not the category worldwide.",regulation,,roborock,0.000,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,DeclaredLifetime,Roborock software-security support policy: https://us.roborock.com/pages/software-security-support-policy; UK PSTI Regulations 2023: https://www.legislation.gov.uk/uksi/2023/1007/pdfs/uksi_20231007_en.pdf,,"Verified Roborock's minimum security-support period for robot vacuums and the class-binding UK requirement. Category-wide claim withdrawn: the UK PSTI regime binds consumer connectable products placed on the UK market — a jurisdiction, not this device class — so it cannot promote the cell to Documented. The cited vendor holds 0% of this category's confirmed-Yes CVEs; the corpus is dominated by ecovacs 44%, for which no support declaration was found. Source retained as unrepresentative evidence."
robotvacuum,robot vacuum,alsoDeployedIn,multi,Commercial|Industrial|Prosumer|Residential|none|unsure,,,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,none,author-prior,none,,,Author-prior kept; judged.,,,,,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,none,,,"The scope excludes commercial cleaning robots, and the checked ECOVACS/Roborock products are household devices. This negative market claim is intentionally unsourced."
robotvacuum,robot vacuum,credentialModel,multi,AccountBound|CertificateBound|DefaultPassword|ForcedCredentialSetup|NoCredential|unsure,,,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,AccountBound,author-prior,AccountBound,,,Author-prior kept; judged.,,,,,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,AccountBound,ECOVACS DEEBOT X12 manual: https://site-static.ecovacs.com/upload/file/support/2026/03/25/081043_1173%24DEEBOTX12FAMILYInstructionManualAMR.pdf,,Verified app registration/sign-in for connected administration.
robotvacuum,robot vacuum,pairingModel,multi,AccountLinked|BleProvisioned|MeshJoin|QrPaired|SoftApPaired|WpsPaired|unsure,,,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,AccountLinked|WpsPaired,author-prior,AccountLinked|SoftApPaired,,,DEVIATES from the author-prior (AccountLinked|WpsPaired): setup is app-driven network handover; WPS is not a route these use.,,,,,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,AccountLinked|BleProvisioned|QrPaired|SoftApPaired,ECOVACS DEEBOT X12 manual: https://site-static.ecovacs.com/upload/file/support/2026/03/25/081043_1173%24DEEBOTX12FAMILYInstructionManualAMR.pdf; ECOVACS DEEBOT Bluetooth/AP setup FAQ: https://help.ecovacs.com/global/support/faq-detail?id=1106,,"Expanded the verdict: current ECOVACS setup uses account/app, QR and Bluetooth, with AP-mode fallback documented for other models."
robotvacuum,robot vacuum,patchResponsibility,multi,InstallerPatched|Unmaintained|UserPatched|VendorPatched|unsure,,,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,VendorPatched,author-prior,VendorPatched,,,Author-prior kept; judged.,,,,,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,VendorPatched,ECOVACS DEEBOT X11 manual: https://site-static.ecovacs.com/upload/file/support/2025/08/19/064411_6287%24DEEBOTX11OMNICYCLONEInstructionManualEM.pdf,,Verified automatic vendor-delivered firmware installation.
robotvacuum,robot vacuum,topology,multi,DirectIP|HubMediated|MeshLeaf|unsure,,,UNMEASURED,,27,IN: consumer robot vacuums and mops. OUT: industrial/commercial cleaning robots.,DirectIP,author-prior,DirectIP,,,Author-prior kept; judged.,,,,,ecovacs 44% | neatorobotics 26% | jisiwei 7% | diqee 7%,DirectIP,ECOVACS DEEBOT X12 manual: https://site-static.ecovacs.com/upload/file/support/2026/03/25/081043_1173%24DEEBOTX12FAMILYInstructionManualAMR.pdf,,Verified direct connection to the household Wi-Fi network.
smartplugs,smart plug,capturesAV,single,true|false|unsure,stays-Estimated,0.3858,summary-defensible,1.000,37,"IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center PDUs and industrial power management.",false,phase-a-cve-weighted,false,,,Agrees with Phase A (1.000). Judged.,,,,,belkin 30% | tp-link 19% | getnexx 14% | meross 8% | quboworld 5% | kankun 3%,false,,,Checked leading smart-plug documentation; cameras and always-listening microphones are not typical. This negative claim is intentionally unsourced.
smartplugs,smart plug,supportLifetime,single,DeclaredLifetime|UndeclaredLifetime|unsure,stays-Estimated,-0.3115,summary-defensible,1.000,37,"IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center PDUs and industrial power management.",UndeclaredLifetime,phase-a-cve-weighted,DeclaredLifetime,"UK PSTI Regs 2023 Sch.1 req.3 + Sch.2 - defined support period must be published, https://www.legislation.gov.uk/uksi/2023/1007/schedule/1/made ; TP-Link PSTI Statement of Compliance, Tapo P100 smart plug (end-of-life + 3 years), https://www.three.co.uk/content/dam/threedigital/terms-and-conditions/psti/fonua/statements_of_psti_compliance_tp_link(tapo_p100(2-pack)).pdf ; TP-Link PSTI index, https://www.tp-link.com/uk/support/psti/",yes,"Reverses the author-prior/Phase-A UndeclaredLifetime. Phase A sampled the devices in the CVE corpus, which are overwhelmingly pre-2024; the facet definition pins assessment to the 2026-08-05 snapshot vintage and warns regulation is moving this value. Since 29 Apr 2024 UK PSTI has compelled publication of a defined support period for every consumer connectable product sold in the UK, and this category's main vendors are complying. Jurisdiction limit: PSTI binds UK-market sales, not the category worldwide.",regulation,,tapo|tp-link,0.189,belkin 30% | tp-link 19% | getnexx 14% | meross 8% | quboworld 5% | kankun 3%,DeclaredLifetime,TP-Link Tapo P100 PSTI statement: https://static.tp-link.com/upload/psti/Statements%20of%20PSTI%20Compliance_TP_Link%28Tapo%20P100%29.pdf; UK PSTI Regulations 2023: https://www.legislation.gov.uk/uksi/2023/1007/pdfs/uksi_20231007_en.pdf,,"Verified a dated TP-Link/Tapo support declaration and the class-binding UK requirement. Category-wide claim withdrawn: the UK PSTI regime binds consumer connectable products placed on the UK market — a jurisdiction, not this device class — so it cannot promote the cell to Documented."
smartplugs,smart plug,alsoDeployedIn,multi,Commercial|Industrial|Prosumer|Residential|none|unsure,,,UNMEASURED,,37,"IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center PDUs and industrial power management.",none,author-prior,none,,,Keeps the prefill; judged. Data-centre PDUs are excluded by the scope note.,,,,,belkin 30% | tp-link 19% | getnexx 14% | meross 8% | quboworld 5% | kankun 3%,none,,,"The scope is limited to consumer plugs/outlets, and the checked products are household-focused. This negative market claim is intentionally unsourced."
smartplugs,smart plug,credentialModel,multi,AccountBound|CertificateBound|DefaultPassword|ForcedCredentialSetup|NoCredential|unsure,,,UNMEASURED,,37,"IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center PDUs and industrial power management.",AccountBound|NoCredential,author-prior,AccountBound|NoCredential,,,Keeps the prefill; judged. Wi-Fi plugs are account-bound; Zigbee/Z-Wave plugs authenticate by mesh possession alone.,,,,,belkin 30% | tp-link 19% | getnexx 14% | meross 8% | quboworld 5% | kankun 3%,AccountBound|CertificateBound,Belkin Wemo setup guide: https://www.belkin.com/support-article?articleNum=8218; Belkin Wemo WSP100 Thread setup: https://www.belkin.com/ca/support-article/?articleNum=318953,,"Corrected NoCredential: Wi-Fi Wemo uses an account, while Thread/HomeKit models use a device setup code and platform-bound identity, which maps to CertificateBound."
smartplugs,smart plug,pairingModel,multi,AccountLinked|BleProvisioned|MeshJoin|QrPaired|SoftApPaired|WpsPaired|unsure,,,UNMEASURED,,37,"IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center PDUs and industrial power management.",AccountLinked|MeshJoin|WpsPaired,author-prior,AccountLinked|SoftApPaired|MeshJoin,,,"DEVIATES from the prefill (AccountLinked|MeshJoin|WpsPaired). Dropped WPS as deprecated; added SoftApPaired, which is how a Wi-Fi plug with no screen or button actually gets network credentials.",,,,,belkin 30% | tp-link 19% | getnexx 14% | meross 8% | quboworld 5% | kankun 3%,AccountLinked|SoftApPaired|MeshJoin|QrPaired,Belkin Wemo setup guide: https://www.belkin.com/support-article?articleNum=8218; Belkin Wemo WSP100 Thread setup: https://www.belkin.com/ca/support-article/?articleNum=318953,,"Added QrPaired after checking corpus-leading Belkin: legacy Wemo uses account plus temporary Wi-Fi, while Thread/HomeKit models join the mesh through a scanned or entered setup code."
smartplugs,smart plug,patchResponsibility,multi,InstallerPatched|Unmaintained|UserPatched|VendorPatched|unsure,,,UNMEASURED,,37,"IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center PDUs and industrial power management.",UserPatched,author-prior,UserPatched,,,Keeps the prefill; judged.,,,,,belkin 30% | tp-link 19% | getnexx 14% | meross 8% | quboworld 5% | kankun 3%,UserPatched|Unmaintained,Belkin Wemo firmware-update guide: https://www.belkin.com/support-article/?articleNum=8297; Belkin Wemo support discontinuation notice: https://www.belkin.com/uk/support-article/?articleNum=335419,,Added Unmaintained because corpus-leading Belkin ended cloud/app support for specified Wemo devices; its supported legacy workflow separately prompts the owner to install firmware.
smartplugs,smart plug,topology,multi,DirectIP|HubMediated|MeshLeaf|unsure,,,UNMEASURED,,37,"IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center PDUs and industrial power management.",DirectIP|MeshLeaf,author-prior,DirectIP|MeshLeaf,,,Keeps the prefill; judged. Exactly the case the DirectIP definition anticipates - Wi-Fi and Zigbee variants of the same product both exist.,,,,,belkin 30% | tp-link 19% | getnexx 14% | meross 8% | quboworld 5% | kankun 3%,DirectIP|MeshLeaf,Belkin Wemo setup guide: https://www.belkin.com/support-article?articleNum=8218,,Verified direct Wi-Fi plugs; retained MeshLeaf for the common hub/Thread/Zigbee/Z-Wave subfamily.
smartspeakers,smart speaker,supportLifetime,single,DeclaredLifetime|UndeclaredLifetime|unsure,stays-Estimated,-0.3115,grouping-only,0.610,38,"IN: consumer smart speakers, smart displays, and smart soundbars (Echo, Nest, HomePod) — qualify as home-control surfaces via criterion 4(b). OUT: plain Bluetooth speakers, headphones, and AV receivers with no assistant/home-control role.",UndeclaredLifetime,phase-a-cve-weighted,DeclaredLifetime,"UK PSTI Regs 2023 Sch.1 req.3 + Sch.2 - defined support period must be published, https://www.legislation.gov.uk/uksi/2023/1007/schedule/1/made ; Amazon Echo software security updates - at least four years from purchase, with per-model end dates, https://www.amazon.com/gp/help/customer/display.html?nodeId=GMZQWNQRVENX4GTQ ; Google - at least 5 years of automatic security updates from first sale, with a published device list, https://support.google.com/product-documentation/answer/10231940",yes,"Reverses the author-prior/Phase-A UndeclaredLifetime. Phase A sampled the devices in the CVE corpus, which are overwhelmingly pre-2024; the facet definition pins assessment to the 2026-08-05 snapshot vintage and warns regulation is moving this value. Since 29 Apr 2024 UK PSTI has compelled publication of a defined support period for every consumer connectable product sold in the UK, and this category's main vendors are complying. Jurisdiction limit: PSTI binds UK-market sales, not the category worldwide. Phase A rated this cell grouping-only (0.610); the vendor evidence is much stronger than that share suggests.",regulation,,amazon|google,0.184,sonos 42% | bose 13% | amazon 11% | mi 8% | google 8% | huawei 5%,DeclaredLifetime,Sonos product-security compliance page: https://www.sonos.com/en-gb/legal/product-security-compliance; UK PSTI Regulations 2023: https://www.legislation.gov.uk/uksi/2023/1007/pdfs/uksi_20231007_en.pdf,,"Verified product-specific Sonos security-support periods and the class-binding UK requirement. Category-wide claim withdrawn: the UK PSTI regime binds consumer connectable products placed on the UK market — a jurisdiction, not this device class — so it cannot promote the cell to Documented."
smartspeakers,smart speaker,adminModel,multi,AppOnlyAdmin|CloudPortalAdmin|LocalWebAdmin|NoAdminInterface|unsure,,,UNMEASURED,,38,"IN: consumer smart speakers, smart displays, and smart soundbars (Echo, Nest, HomePod) — qualify as home-control surfaces via criterion 4(b). OUT: plain Bluetooth speakers, headphones, and AV receivers with no assistant/home-control role.",AppOnlyAdmin|CloudPortalAdmin,author-prior,AppOnlyAdmin,,,"DEVIATES from the prefill (AppOnlyAdmin|CloudPortalAdmin). AppOnlyAdmin is defined as administration solely through the vendor app with no browser-reachable portal, so pairing it with CloudPortalAdmin is a contradiction rather than a richer answer. Alexa and Google Home administration is the app.",,,,,sonos 42% | bose 13% | amazon 11% | mi 8% | google 8% | huawei 5%,AppOnlyAdmin,Sonos app downloads and capabilities: https://support.sonos.com/en-us/downloads,,Verified that full setup and system settings require the Sonos mobile app; the web app provides playback/basic control rather than administration.
smartspeakers,smart speaker,alsoDeployedIn,multi,Commercial|Industrial|Prosumer|Residential|none|unsure,,,UNMEASURED,,38,"IN: consumer smart speakers, smart displays, and smart soundbars (Echo, Nest, HomePod) — qualify as home-control surfaces via criterion 4(b). OUT: plain Bluetooth speakers, headphones, and AV receivers with no assistant/home-control role.",none,author-prior,none,,,Keeps the prefill; judged.,,,,,sonos 42% | bose 13% | amazon 11% | mi 8% | google 8% | huawei 5%,none,,,The scope is consumer smart speakers/displays; the checked Sonos consumer documentation does not establish a common commercial deployment. This negative claim is intentionally unsourced.
smartspeakers,smart speaker,credentialModel,multi,AccountBound|CertificateBound|DefaultPassword|ForcedCredentialSetup|NoCredential|unsure,,,UNMEASURED,,38,"IN: consumer smart speakers, smart displays, and smart soundbars (Echo, Nest, HomePod) — qualify as home-control surfaces via criterion 4(b). OUT: plain Bluetooth speakers, headphones, and AV receivers with no assistant/home-control role.",AccountBound,author-prior,AccountBound,,,Keeps the prefill; judged. One value is right - the device holds no credential of its own.,,,,,sonos 42% | bose 13% | amazon 11% | mi 8% | google 8% | huawei 5%,AccountBound,Sonos setup guide: https://www.sonos.com/en-us/guides/setup,,Verified that Sonos setup creates or signs into an account used to manage and expand the system.
smartspeakers,smart speaker,pairingModel,multi,AccountLinked|BleProvisioned|MeshJoin|QrPaired|SoftApPaired|WpsPaired|unsure,,,UNMEASURED,,38,"IN: consumer smart speakers, smart displays, and smart soundbars (Echo, Nest, HomePod) — qualify as home-control surfaces via criterion 4(b). OUT: plain Bluetooth speakers, headphones, and AV receivers with no assistant/home-control role.",AccountLinked|BleProvisioned,author-prior,AccountLinked|BleProvisioned,,,Keeps the prefill; judged. BLE handoff from the phone during setup is the documented route for both Echo and Nest.,,,,,sonos 42% | bose 13% | amazon 11% | mi 8% | google 8% | huawei 5%,AccountLinked|BleProvisioned,Sonos setup guide: https://www.sonos.com/en-us/guides/setup; Sonos app-permissions guide: https://support.sonos.com/en/article/sonos-app-permissions,,Verified account-linked app setup and that Bluetooth access is used to detect nearby speakers during setup.
smartspeakers,smart speaker,topology,multi,DirectIP|HubMediated|MeshLeaf|unsure,,,UNMEASURED,,38,"IN: consumer smart speakers, smart displays, and smart soundbars (Echo, Nest, HomePod) — qualify as home-control surfaces via criterion 4(b). OUT: plain Bluetooth speakers, headphones, and AV receivers with no assistant/home-control role.",DirectIP,author-prior,DirectIP,,,Keeps the prefill; judged.,,,,,sonos 42% | bose 13% | amazon 11% | mi 8% | google 8% | huawei 5%,DirectIP,Sonos setup guide: https://www.sonos.com/en-us/guides/setup,,Verified that speakers connect directly to household Wi-Fi or Ethernet; a separate hub is not required.
thermostat,smart thermostat,capturesAV,single,true|false|unsure,stays-Estimated,0.3858,UNMEASURED,,18,IN: residential smart thermostats. OUT: commercial building-management/HVAC controllers and industrial climate systems.,false,author-prior,false,,,Author-prior kept; judged. Nest thermostats have no camera or mic (the discontinued Nest Secure did).,,,,,ecobee 22% | trane 17% | radiothermostat 11% | meross 11% | shelly 11% | sinilink 6%,false,,,AV capture is not typical across residential thermostats; voice-enabled ecobee premium models are an exception. The negative category summary is intentionally unsourced.
